SK_ID_CURR,cluster_FullData,cluster_SocioDemo,TARGET,model_predict_proba,model_predict_class
391200,clust_2,clust_6,0.0,0.06845930556164785,0.0
370269,clust_9,clust_0,0.0,0.22617746478033357,1.0
449675,clust_7,clust_6,0.0,0.07956110761796246,0.0
272382,clust_9,clust_4,1.0,0.6622073421792485,1.0
263793,clust_9,clust_4,0.0,0.03360937691515301,0.0
409660,clust_9,clust_2,0.0,0.022782066457538854,0.0
243050,clust_2,clust_5,0.0,0.1264112760673622,0.0
246528,clust_9,clust_4,0.0,0.13704302128729948,0.0
337684,clust_3,clust_2,0.0,0.3893661288662183,1.0
245831,clust_2,clust_8,0.0,0.18482570131063708,1.0
455777,clust_8,clust_0,0.0,0.04227137001471052,0.0
107361,clust_5,clust_0,0.0,0.1193377613516735,0.0
193373,clust_9,clust_1,0.0,0.021174140681466724,0.0
357252,clust_2,clust_2,0.0,0.10526064807903675,0.0
158429,clust_9,clust_8,0.0,0.027002478999352746,0.0
383609,clust_1,clust_4,0.0,0.09039639147198825,0.0
414925,clust_3,clust_8,0.0,0.02678789735195118,0.0
348469,clust_9,clust_4,0.0,0.24701360937376982,1.0
396278,clust_7,clust_4,0.0,0.1294084214273041,0.0
404553,clust_9,clust_9,0.0,0.05093658545093826,0.0
208783,clust_9,clust_0,0.0,0.02949256911629509,0.0
120363,clust_3,clust_4,0.0,0.01492962258596687,0.0
105295,clust_7,clust_0,0.0,0.03757175709743286,0.0
172236,clust_9,clust_7,0.0,0.04951096635313516,0.0
223091,clust_9,clust_2,0.0,0.06709586798242774,0.0
451113,clust_7,clust_4,0.0,0.13889064329167924,0.0
173953,clust_8,clust_1,0.0,0.04311473185063606,0.0
320884,clust_9,clust_2,0.0,0.2265075294807303,1.0
262094,clust_9,clust_0,0.0,0.5590956437213109,1.0
210244,clust_9,clust_7,1.0,0.6301204113330727,1.0
357647,clust_2,clust_2,0.0,0.06258010845916195,0.0
237736,clust_3,clust_4,0.0,0.2435390187013437,1.0
160106,clust_9,clust_4,0.0,0.027069775797314483,0.0
206384,clust_9,clust_5,0.0,0.03474430024458987,0.0
385070,clust_9,clust_4,0.0,0.1085661847942564,0.0
168682,clust_7,clust_1,0.0,0.030073355161300903,0.0
398007,clust_9,clust_9,0.0,0.1792529508358098,1.0
136023,clust_8,clust_1,0.0,0.025708950462054157,0.0
302931,clust_2,clust_8,0.0,0.14438335297027627,0.0
373884,clust_9,clust_0,0.0,0.02129205818353603,0.0
242702,clust_9,clust_7,0.0,0.07412811913538138,0.0
442365,clust_9,clust_8,0.0,0.03393187031564658,0.0
315698,clust_5,clust_0,0.0,0.03664961334815777,0.0
170728,clust_9,clust_1,0.0,0.277395083979121,1.0
240945,clust_9,clust_2,0.0,0.175770217622409,1.0
137046,clust_9,clust_6,0.0,0.15433651170600912,0.0
375924,clust_0,clust_2,0.0,0.0784420349144486,0.0
371510,clust_9,clust_4,0.0,0.019632024085506086,0.0
300371,clust_9,clust_8,0.0,0.01274710801924867,0.0
252777,clust_9,clust_4,0.0,0.151539357206123,0.0
132774,clust_9,clust_2,0.0,0.1732638547364638,1.0
174715,clust_9,clust_5,0.0,0.06581829459237937,0.0
112922,clust_9,clust_4,0.0,0.08998989926074133,0.0
416763,clust_6,clust_4,0.0,0.08287967228568088,0.0
200812,clust_2,clust_2,0.0,0.008581205906199608,0.0
210187,clust_2,clust_9,0.0,0.0738427674633128,0.0
258133,clust_7,clust_4,0.0,0.06662265630057633,0.0
355264,clust_5,clust_1,0.0,0.09526204994257037,0.0
286694,clust_3,clust_4,0.0,0.02918621132524198,0.0
443901,clust_2,clust_2,0.0,0.21859794838440802,1.0
449723,clust_9,clust_2,0.0,0.06097777815446696,0.0
373744,clust_9,clust_4,0.0,0.1293341980476952,0.0
151579,clust_9,clust_0,0.0,0.14127889303762498,0.0
261374,clust_7,clust_4,0.0,0.2077063024057806,1.0
225963,clust_9,clust_4,0.0,0.14007842344040386,0.0
421472,clust_9,clust_2,0.0,0.09430816588725653,0.0
174410,clust_9,clust_0,0.0,0.0426106600978077,0.0
174245,clust_7,clust_0,0.0,0.05465741104809405,0.0
199191,clust_7,clust_1,0.0,0.044618627269569035,0.0
449882,clust_9,clust_5,0.0,0.015547965320523802,0.0
162032,clust_9,clust_7,0.0,0.032310167708589084,0.0
311423,clust_9,clust_5,1.0,0.06843409685043358,0.0
217190,clust_7,clust_9,0.0,0.02464621141535856,0.0
360974,clust_2,clust_2,0.0,0.016105629078169408,0.0
301977,clust_9,clust_6,0.0,0.02308840014744357,0.0
327352,clust_2,clust_0,0.0,0.19624552510212323,1.0
109417,clust_7,clust_5,0.0,0.2535748195185134,1.0
402022,clust_9,clust_0,0.0,0.01441360767355185,0.0
398706,clust_9,clust_6,0.0,0.07115065448138591,0.0
381636,clust_9,clust_2,0.0,0.0311493401001105,0.0
268415,clust_2,clust_4,0.0,0.15693486852271066,0.0
416340,clust_9,clust_8,0.0,0.021223913103810915,0.0
410192,clust_9,clust_4,0.0,0.07940412704359308,0.0
351023,clust_3,clust_0,0.0,0.09009345604360597,0.0
194004,clust_3,clust_8,0.0,0.0265641580568031,0.0
150875,clust_2,clust_2,0.0,0.04070816873491269,0.0
376434,clust_9,clust_4,0.0,0.014760796920647466,0.0
119926,clust_9,clust_4,1.0,0.4636453629967842,1.0
389032,clust_9,clust_8,0.0,0.19256741254126059,1.0
232561,clust_9,clust_4,0.0,0.14224363352801858,0.0
402229,clust_9,clust_0,0.0,0.04035060935396563,0.0
284327,clust_9,clust_8,0.0,0.40311677799843104,1.0
344651,clust_9,clust_7,0.0,0.010406333141448227,0.0
327616,clust_9,clust_0,0.0,0.08197658548117885,0.0
246548,clust_3,clust_4,1.0,0.28151152441151434,1.0
288663,clust_9,clust_9,0.0,0.14848072812983043,0.0
384769,clust_7,clust_4,1.0,0.362102199338017,1.0
308286,clust_9,clust_4,0.0,0.06478358639885856,0.0
392302,clust_9,clust_1,0.0,0.11924497060256231,0.0
293993,clust_2,clust_1,0.0,0.0840332637745467,0.0
153180,clust_9,clust_1,0.0,0.07078869168946096,0.0
275430,clust_9,clust_4,1.0,0.46195070507375247,1.0
138808,clust_9,clust_2,0.0,0.03547610786328381,0.0
223068,clust_9,clust_5,0.0,0.07992155659970779,0.0
246110,clust_9,clust_2,0.0,0.03039471900243938,0.0
383216,clust_7,clust_9,0.0,0.3260942159630427,1.0
202695,clust_7,clust_8,0.0,0.046370791388493454,0.0
104198,clust_9,clust_5,0.0,0.06605549772107334,0.0
410056,clust_9,clust_2,0.0,0.05268740036434947,0.0
131736,clust_7,clust_4,0.0,0.14967287896702083,0.0
380664,clust_9,clust_4,0.0,0.39648161514943037,1.0
367175,clust_7,clust_4,0.0,0.08862415732633855,0.0
119854,clust_9,clust_4,0.0,0.023386876492557194,0.0
453981,clust_3,clust_2,0.0,0.035621702553955574,0.0
286943,clust_7,clust_2,0.0,0.1315195252217573,0.0
430385,clust_7,clust_1,0.0,0.17236766899051478,1.0
306179,clust_9,clust_4,0.0,0.02219187276769565,0.0
386793,clust_9,clust_0,0.0,0.06840019906108791,0.0
215302,clust_9,clust_2,1.0,0.16873857677873705,1.0
359303,clust_3,clust_2,0.0,0.039310020239031546,0.0
210607,clust_9,clust_7,0.0,0.021081404999564558,0.0
443139,clust_7,clust_4,0.0,0.15884118403556913,0.0
344098,clust_7,clust_2,0.0,0.14722828039143565,0.0
205009,clust_9,clust_9,0.0,0.0365853542733056,0.0
454428,clust_7,clust_9,0.0,0.009195560315712756,0.0
128412,clust_4,clust_4,0.0,0.03910651605397127,0.0
352581,clust_7,clust_8,0.0,0.011730387690600629,0.0
275235,clust_9,clust_9,0.0,0.027330217403527233,0.0
221810,clust_9,clust_4,1.0,0.39672613857591277,1.0
413286,clust_9,clust_5,1.0,0.09920835921495372,0.0
406542,clust_3,clust_8,0.0,0.0733512047592994,0.0
126279,clust_9,clust_8,0.0,0.03961395126012902,0.0
410665,clust_7,clust_9,0.0,0.041247529304507535,0.0
221866,clust_7,clust_8,1.0,0.2939696567233174,1.0
419074,clust_9,clust_4,0.0,0.031260907043855056,0.0
111431,clust_5,clust_2,0.0,0.06021651839327487,0.0
276477,clust_9,clust_2,0.0,0.1511908562746494,0.0
381081,clust_9,clust_1,0.0,0.04723171035609207,0.0
315264,clust_8,clust_2,0.0,0.09997782575711174,0.0
188460,clust_9,clust_5,0.0,0.127066946017445,0.0
199335,clust_9,clust_7,0.0,0.10185548350639234,0.0
121369,clust_3,clust_6,0.0,0.0505063085117735,0.0
265733,clust_9,clust_8,0.0,0.06517279107327494,0.0
109643,clust_9,clust_7,0.0,0.043091852156130685,0.0
403045,clust_8,clust_2,0.0,0.030340126492398103,0.0
123588,clust_0,clust_4,0.0,0.053637325442674966,0.0
272278,clust_9,clust_9,0.0,0.016021033573330033,0.0
434286,clust_9,clust_2,0.0,0.08285236117912567,0.0
345226,clust_9,clust_0,0.0,0.01010177213960845,0.0
384264,clust_9,clust_0,0.0,0.05389183459494695,0.0
335243,clust_9,clust_2,0.0,0.047415388025573484,0.0
300663,clust_7,clust_0,1.0,0.18300175437649435,1.0
204721,clust_9,clust_1,0.0,0.11378831051440269,0.0
102310,clust_9,clust_7,0.0,0.0045617259385083726,0.0
338665,clust_2,clust_0,0.0,0.188904104539051,1.0
109451,clust_2,clust_4,0.0,0.190734972021024,1.0
333029,clust_9,clust_4,0.0,0.020781303231848368,0.0
264643,clust_9,clust_9,0.0,0.13858624523594368,0.0
134204,clust_9,clust_2,0.0,0.008701549466881266,0.0
227418,clust_7,clust_9,0.0,0.009910218783855992,0.0
383046,clust_9,clust_7,0.0,0.05345988624141782,0.0
306513,clust_9,clust_8,0.0,0.07737895112709593,0.0
126605,clust_9,clust_9,0.0,0.04584994662911235,0.0
369339,clust_9,clust_2,0.0,0.14690115925454933,0.0
309290,clust_9,clust_2,0.0,0.05896510252987987,0.0
369401,clust_2,clust_4,0.0,0.1315600318123925,0.0
277174,clust_9,clust_4,0.0,0.05030184862741242,0.0
244224,clust_9,clust_9,0.0,0.4238976071860728,1.0
323433,clust_7,clust_4,0.0,0.07675253363031587,0.0
326132,clust_3,clust_9,1.0,0.4154981248841721,1.0
280626,clust_9,clust_8,0.0,0.03612770676821304,0.0
228305,clust_9,clust_9,0.0,0.11371033100792255,0.0
399705,clust_8,clust_1,0.0,0.04522453554205944,0.0
282315,clust_9,clust_8,0.0,0.055893577575530526,0.0
314550,clust_9,clust_6,0.0,0.07477150728622489,0.0
411332,clust_9,clust_5,0.0,0.3151246581591162,1.0
100821,clust_9,clust_4,0.0,0.03731920777130296,0.0
212692,clust_9,clust_5,0.0,0.360343387769045,1.0
300012,clust_9,clust_4,0.0,0.04242016115573908,0.0
428444,clust_9,clust_1,0.0,0.13040647945553122,0.0
268870,clust_3,clust_0,0.0,0.04470027217960805,0.0
302612,clust_9,clust_8,0.0,0.07574058691803895,0.0
125506,clust_9,clust_8,1.0,0.1920098693937043,1.0
157462,clust_9,clust_4,0.0,0.06059634998729171,0.0
321542,clust_9,clust_2,0.0,0.0145158706846986,0.0
197340,clust_9,clust_2,0.0,0.26973294305117296,1.0
287656,clust_3,clust_8,0.0,0.010785335734084838,0.0
134826,clust_3,clust_0,0.0,0.0072575121427779395,0.0
359096,clust_7,clust_0,0.0,0.07762123783632413,0.0
443117,clust_7,clust_4,0.0,0.012565043107649844,0.0
167023,clust_9,clust_8,0.0,0.024029011222997932,0.0
333115,clust_9,clust_8,0.0,0.17158091315572646,1.0
176385,clust_9,clust_5,0.0,0.014268495928425624,0.0
343447,clust_9,clust_2,1.0,0.22432157796101726,1.0
231296,clust_9,clust_4,0.0,0.07689290631587381,0.0
416203,clust_2,clust_9,0.0,0.03925456422075649,0.0
